child_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
ID_OYXJAORJ3,62.26421479841042,data_year,child_age,child_observe_total,teacher_emotional_total,id_dc_n,child_zha,ses_proxy,ward_best,child_height,id_prov_n,id_enumerator,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_QAHQED9ED,50.32323001432792,data_year,child_age,teacher_emotional_total,child_observe_total,ses_proxy,id_dc_n,id_facility,id_facility_n,id_prov_n,child_height,child_zha,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_SOJB9XLOA,41.00724157144714,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_observe_total,longitude,count_staff_gender,count_register_gender_female,language_match,count_register_gender_male,count_staff_salary_paid,count_register_race,<BIAS>
ID_TXE8JZTZU,38.06949151020126,data_year,count_staff_salary,count_staff_gender_female,count_register_gender,count_register_race_african,child_age,count_staff_time,language_match,count_staff_contract,count_staff_gender,count_register_gender_female,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
ID_POZE6WRO9,53.677715774307444,data_year,count_staff_gender_female,child_age,count_staff_salary,count_register_gender,count_register_race_african,pri_fees_amount,obs_cooking_3,count_staff_gender,count_register_gender_male,count_register_gender_female,pri_fees_amount_pv,count_register_race,count_staff_salary_paid,<BIAS>
ID_S2JOFO4RP,27.241820614274275,data_year,count_register_gender,count_register_race_african,child_age,count_staff_gender_female,count_staff_salary,count_staff_contract,count_staff_gender,language_match,obs_cooking_3,count_register_gender_male,count_staff_salary_paid,count_register_gender_female,count_register_race,<BIAS>
ID_SL6REPVWF,59.00366200397116,data_year,child_age,teacher_emotional_total,child_observe_total,teacher_duration,id_enumerator,id_facility,child_attendance,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>,,,
ID_P3DJ79H8V,48.648523904366584,data_year,count_staff_salary,count_staff_gender_female,count_register_gender,child_age,count_register_race_african,child_observe_total,language_match,count_staff_contract,count_register_gender_male,count_staff_gender,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_N8D70IHCQ,49.52593855879718,data_year,child_age,child_observe_total,count_staff_all,latitude,ses_proxy,count_children_present,id_facility,child_height,id_ward,child_attendance,child_zha,longitude,language_match,<BIAS>
ID_NG8E8UT0W,51.791157525378594,data_year,child_age,ses_proxy,quintile,id_enumerator,id_facility,child_height,child_attendance,child_zha,<BIAS>,,,,,
ID_TW27ZNSRS,49.0092558190413,data_year,count_staff_salary,count_staff_gender_female,count_register_gender,child_age,count_register_race_african,child_observe_total,language_match,count_staff_contract,count_register_gender_male,count_staff_gender,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_Z91BBZ55I,59.09666931439642,data_year,child_age,child_observe_total,latitude,child_zha,ses_proxy,count_register_all,ward_best,id_ward,child_height,id_prov_n,id_enumerator,longitude,language_match,<BIAS>
ID_2BTSVH8YK,53.93755960816566,data_year,pri_fees_amount,count_staff_gender_female,count_staff_salary,count_register_gender,child_age,count_register_race_white,count_staff_contract,count_register_gender_male,count_register_gender_female,count_staff_gender,count_register_race,pri_fees_amount_pv,count_staff_salary_paid,<BIAS>
ID_6EJYKR6RC,67.06677763099083,data_year,child_age,teacher_emotional_total,child_observe_total,ses_proxy,child_zha,id_dc_n,id_facility,id_facility_n,child_height,id_prov_n,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_IGNMXE9ZC,71.05093715443968,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,quintile,id_facility,id_prov_n,child_height,id_facility_n,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_TXR4OVCOW,42.90999335132983,data_year,count_register_gender,count_staff_gender_female,count_register_race_african,count_staff_salary,child_age,count_register_race_coloured,obs_cooking_3,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_ATFPG1KTR,59.36822487429072,data_year,child_age,child_observe_total,latitude,ses_proxy,id_dc_n,child_zha,ward_best,id_mn_n,child_height,id_prov_n,id_enumerator,longitude,language_match,<BIAS>
ID_T239JVL6I,57.50354869433022,data_year,child_age,count_register_gender,count_staff_salary,count_register_race_african,count_staff_gender_female,child_observe_total,teacher_emotional_total,language_match,count_staff_gender,count_register_gender_female,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
ID_VN7CKAMHO,41.91746785555165,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,obs_heating_1,teacher_emotional_total,language_match,count_register_gender_male,obs_cooking_3,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_ERDTZ7TTK,36.55870471399089,data_year,child_age,ses_proxy,quintile,teacher_duration,id_enumerator,id_facility,child_height,child_zha,language_match,<BIAS>,,,,
ID_GHOEA7YQT,31.044841392241324,data_year,count_staff_salary,count_staff_gender_female,child_age,count_register_gender,count_register_race_african,teacher_emotional_total,count_staff_time,count_staff_contract,language_match,count_register_gender_male,count_staff_gender,count_register_race,count_staff_salary_paid,<BIAS>
ID_YSMNE6RPY,40.34730353333316,data_year,child_age,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,count_staff_contract,count_register_gender_male,count_register_gender_female,language_match,count_staff_gender,obs_cooking_3,count_register_race,count_staff_salary_paid,<BIAS>
ID_UOMG01DW5,61.60691152120876,data_year,child_age,count_staff_salary,count_staff_gender_female,count_register_gender,count_register_race_african,teacher_emotional_total,child_observe_total,count_staff_gender,language_match,count_register_gender_male,obs_cooking_3,count_register_race,count_staff_salary_paid,<BIAS>
ID_WA4STWB2W,50.30450618713144,data_year,child_age,count_staff_salary,count_staff_gender_female,count_register_gender,count_register_race_african,child_observe_total,teacher_emotional_total,count_staff_gender,language_match,count_register_gender_female,count_staff_salary_unpaid,count_staff_salary_paid,count_register_race,<BIAS>
ID_8WEHTEGHL,57.93849678833567,data_year,child_age,teacher_emotional_total,child_observe_total,ward_best,id_dc_n,ses_proxy,child_zha,child_height,id_prov_n,id_enumerator,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_BZZBILWNY,37.48603099356956,data_year,child_age,teacher_emotional_total,ses_proxy,quintile,child_zha,teacher_duration,id_enumerator,id_facility,child_height,child_attendance,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_KBU5S1KKP,37.28256742662438,data_year,count_staff_salary,count_staff_gender_female,count_register_gender,count_register_race_african,child_age,language_match,obs_cooking_3,count_staff_contract,count_register_gender_male,count_staff_gender,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_2L4P6KZ4S,42.02618744312986,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_observe_total,teacher_emotional_total,count_staff_gender,count_register_gender_male,language_match,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_7M06Y0D8D,44.92913247168326,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,id_facility,id_facility_n,id_prov_n,child_height,child_zha,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_RPHC5RN60,43.27145807217926,data_year,child_age,count_staff_salary,count_staff_gender_female,count_register_gender,count_register_race_coloured,pri_fees_amount,count_staff_contract,count_staff_gender,language_match,pri_fees_amount_pv,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_VGI6I6IJK,41.188732472132415,data_year,child_age,child_zha,ses_proxy,quintile,teacher_duration,id_enumerator,id_facility,child_height,language_match,<BIAS>,,,,
ID_G8SW56PWK,35.49814656403987,data_year,count_register_gender,count_register_race_african,count_staff_salary,count_staff_gender_female,child_age,language_match,obs_cooking_3,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_CHQV4ZZ3X,61.902212485978,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,obs_lighting_6,child_observe_total,language_match,count_register_gender_male,count_register_gender_female,obs_cooking_5,count_staff_salary_paid,count_register_race,<BIAS>
ID_BGALLRUQX,50.75846005342669,data_year,child_age,teacher_emotional_total,child_observe_total,ses_proxy,child_zha,quintile,id_enumerator,id_facility,child_height,teacher_social_total,child_attendance,teacher_selfcare_total,language_match,<BIAS>
ID_ESMNPXA9I,36.26663786330346,data_year,count_register_gender,count_register_race_african,child_age,count_staff_salary,count_staff_gender_female,child_observe_total,language_match,count_staff_gender,obs_cooking_3,count_register_gender_female,count_register_gender_male,count_staff_salary_paid,count_register_race,<BIAS>
ID_71OBXDEJW,58.8492764385046,data_year,child_age,child_observe_total,ses_proxy,latitude,ward_best,count_register_all,id_dc_n,id_prov_n,id_facility_n,id_ward,id_enumerator,longitude,language_match,<BIAS>
ID_ZAFEOJVHU,53.03953617595039,data_year,count_staff_gender_female,count_staff_salary,child_age,count_register_gender,count_register_race_african,child_observe_total,pri_fees_amount,count_staff_time,count_register_gender_male,count_register_race,count_staff_contract,count_staff_gender,count_staff_salary_paid,<BIAS>
ID_O5AZAJIN0,71.93682092525773,data_year,child_age,child_observe_total,ses_proxy,count_register_all,quintile,teacher_duration,id_facility,id_facility_n,id_enumerator,language_match,<BIAS>,,,
ID_KVUWULE40,37.895047098132636,data_year,count_register_gender,count_register_race_african,count_staff_salary,count_staff_gender_female,child_age,language_match,obs_cooking_2,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_224B2JD04,64.36104386157604,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,id_facility,child_height,id_facility_n,id_prov_n,child_zha,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_Z3SLRRHTS,62.18971383070789,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,quintile,id_facility_n,id_prov_n,child_height,child_zha,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_MS4NBQXXG,40.33435939211654,data_year,child_age,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,child_observe_total,teacher_emotional_total,count_staff_contract,count_register_gender_female,count_staff_gender,count_register_race,language_match,count_staff_salary_paid,<BIAS>
ID_C70SSESC8,71.57858009043412,data_year,child_age,child_observe_total,child_zha,ses_proxy,quintile,id_facility,id_facility_n,child_height,id_enumerator,language_match,<BIAS>,,,
ID_4HPVX5HDA,61.78248298513586,data_year,count_staff_salary,count_staff_gender_female,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,pri_fees_amount_pv,count_register_race,count_staff_salary_paid,<BIAS>
ID_NZU4GOBAF,46.3521252497585,data_year,count_register_gender,count_register_race_african,child_age,count_staff_gender_female,count_staff_salary,child_observe_total,count_staff_contract,language_match,count_staff_gender,count_register_gender_male,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_E7WUVX1KS,47.373953066799686,data_year,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_age,count_register_race_coloured,obs_cooking_3,count_staff_contract,count_staff_gender,count_register_gender_female,count_register_gender_male,count_staff_salary_paid,count_register_race,<BIAS>
ID_6XDY4VN2S,61.60056251481069,data_year,count_register_gender,count_register_race_african,count_staff_salary,child_age,count_staff_gender_female,child_observe_total,count_staff_gender_male,obs_cooking_5,count_staff_gender,count_register_gender_female,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
ID_QOEDZGCFF,52.528619649596294,data_year,child_age,child_observe_total,ses_proxy,latitude,ward_best,id_dc_n,quintile,id_facility_n,id_prov_n,id_ward,id_enumerator,longitude,language_match,<BIAS>
ID_S3I59QJ8O,40.32613377285202,data_year,child_age,count_staff_salary,count_staff_gender_female,count_register_gender,pri_fees_amount,count_register_race_coloured,teacher_emotional_total,count_register_gender_male,count_register_gender_female,obs_cooking_1,pri_fees_amount_pv,count_register_race,count_staff_salary_paid,<BIAS>
ID_3TLR9DVB6,60.269278677253396,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,quintile,id_facility_n,child_height,id_prov_n,teacher_social_total,child_zha,teacher_selfcare_total,language_match,<BIAS>
ID_KOKBFIN07,51.18081314243477,data_year,count_register_gender,child_age,count_staff_gender_female,count_register_race_african,count_staff_salary,pri_fees_amount,language_match,count_staff_gender,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_PJ6U2ACXP,51.96959897154193,data_year,child_age,teacher_emotional_total,child_observe_total,ses_proxy,id_dc_n,id_mn_n,child_zha,id_prov_n,child_height,id_facility_n,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_XZGX06UHU,53.04018778813975,data_year,child_age,teacher_emotional_total,child_observe_total,ses_proxy,id_dc_n,id_facility,child_height,id_facility_n,id_prov_n,teacher_social_total,child_zha,teacher_selfcare_total,language_match,<BIAS>
ID_3RLHTE3J2,49.66848036486999,data_year,child_age,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,pri_fees_amount,teacher_emotional_total,child_observe_total,pri_fees_amount_pv,language_match,count_register_race,obs_cooking_3,count_staff_salary_paid,<BIAS>
ID_EZBW99UJA,13.145057779112221,data_year,count_register_gender,count_register_race_african,count_staff_salary,count_staff_gender_female,child_age,count_staff_contract,language_match,obs_cooking_3,count_staff_gender,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_9DUPUFGM9,67.74889088827035,data_year,child_age,child_observe_total,teacher_emotional_total,latitude,ses_proxy,ward_best,id_prov_n,id_ward,id_enumerator,teacher_social_total,teacher_selfcare_total,longitude,language_match,<BIAS>
ID_6AOG0945S,45.873885187109636,data_year,count_staff_gender_female,child_age,count_staff_salary,count_register_gender,count_register_race_african,pri_fees_amount,child_observe_total,obs_cooking_3,pri_fees_amount_pv,count_staff_gender,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
ID_P7BMFUQWF,41.20822154144935,data_year,count_staff_gender_female,child_age,count_register_gender,count_register_race_african,count_staff_salary,child_observe_total,count_staff_contract,language_match,count_staff_gender,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_8XIA0YIM8,28.88030900401668,data_year,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,child_age,count_staff_time,language_match,count_staff_contract,count_staff_gender,count_register_gender_female,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
ID_NT7GO97T4,67.6829054393827,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,quintile,teacher_duration,id_enumerator,id_facility,child_attendance,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>,
ID_FXDOT8724,43.266402283279604,data_year,child_age,count_staff_gender_female,count_staff_salary,child_observe_total,count_register_gender,count_register_race_african,teacher_emotional_total,longitude,id_team,count_register_gender_female,count_register_race,language_match,count_staff_salary_paid,<BIAS>
ID_QG2LGO8XJ,52.074985759819356,data_year,count_register_gender,count_register_race_african,child_age,count_staff_salary,count_staff_gender_female,child_observe_total,teacher_emotional_total,obs_cooking_3,count_staff_gender,count_register_gender_female,count_register_gender_male,count_staff_salary_paid,count_register_race,<BIAS>
ID_LQEZ4FA05,37.16095471324593,data_year,child_age,child_observe_total,ses_proxy,teacher_emotional_total,child_zha,quintile,id_dc_n,id_facility_n,child_height,teacher_social_total,id_prov_n,teacher_selfcare_total,language_match,<BIAS>
ID_Y7CG02Z1K,64.55598166920663,data_year,child_age,child_observe_total,teacher_emotional_total,id_dc_n,ward_best,ses_proxy,count_toilets_children,child_height,id_prov_n,id_enumerator,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_9CMK0NEGO,44.974669270739014,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_observe_total,teacher_emotional_total,count_register_gender_male,language_match,obs_cooking_1,count_register_gender_female,count_staff_salary_unpaid,count_register_race,<BIAS>
ID_LO876U41G,55.91674362715298,data_year,child_age,ses_proxy,quintile,id_enumerator,id_facility,child_height,child_zha,child_attendance,<BIAS>,,,,,
ID_T9AYEZSQ5,62.24957247959901,data_year,child_age,child_observe_total,ses_proxy,count_register_all,quintile,teacher_duration,id_facility,id_facility_n,id_enumerator,language_match,<BIAS>,,,
ID_E0ZC461UI,70.74843988000725,data_year,child_age,child_observe_total,teacher_emotional_total,ward_best,id_dc_n,ses_proxy,id_mn_n,child_height,id_prov_n,id_enumerator,teacher_selfcare_total,teacher_social_total,language_match,<BIAS>
ID_74P63XARN,43.76454856330747,data_year,count_register_gender,count_register_race_african,count_staff_salary,count_staff_gender_female,child_age,count_staff_gender_male,count_staff_time,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_8LU7XTBPP,44.4097365677917,data_year,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_age,language_match,obs_cooking_6,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_1311QBPVE,56.433936588726056,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,quintile,child_zha,id_facility_n,child_height,id_prov_n,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_VKY9SVSW0,38.19386981266007,data_year,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_age,count_staff_time,count_register_year_grader,count_staff_contract,count_staff_gender,count_register_gender_female,count_register_gender_male,count_staff_salary_paid,count_register_race,<BIAS>
ID_JXOFMQBH0,42.505722595550196,data_year,child_age,child_observe_total,latitude,ses_proxy,id_dc_n,ward_best,quintile,id_facility_n,id_prov_n,id_ward,id_enumerator,longitude,language_match,<BIAS>
ID_8ASMCU0DD,65.49855679512643,data_year,child_age,child_observe_total,ses_proxy,quintile,id_enumerator,id_facility,child_attendance,language_match,<BIAS>,,,,,
ID_1TII3VOSJ,60.18269122828451,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,pri_fees_amount,child_height,child_zha,id_prov_n,id_enumerator,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_32LI9I9HL,47.458382688969095,data_year,child_age,teacher_emotional_total,ses_proxy,quintile,teacher_duration,id_enumerator,child_zha,id_facility,child_height,child_attendance,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_0SQECSNSE,37.230527744272194,data_year,count_staff_gender_female,count_staff_salary,count_register_gender,child_age,count_register_race_african,teacher_emotional_total,language_match,obs_cooking_2,count_register_gender_male,count_staff_gender,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_8RNM8LRTN,45.971691843491726,data_year,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,child_age,child_observe_total,language_match,count_staff_contract,count_staff_gender,count_register_gender_female,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
ID_X0V5RYDU2,54.10182811886398,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,quintile,id_facility_n,id_prov_n,child_height,teacher_social_total,child_zha,teacher_selfcare_total,language_match,<BIAS>
ID_9402J3OOQ,20.98324954513305,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,obs_heating_2,obs_lighting_2,language_match,count_register_gender_female,count_register_gender_male,obs_cooking_3,count_staff_salary_unpaid,count_register_race,<BIAS>
ID_ZXB73F3S7,31.884431433616328,data_year,child_age,count_staff_gender_female,count_register_gender,count_register_race_african,count_staff_salary,count_staff_contract,language_match,count_staff_gender,obs_cooking_2,count_register_gender_female,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
ID_G9Q6ADIRE,34.30792037501715,data_year,child_age,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,teacher_emotional_total,longitude,count_register_gender_female,count_staff_gender,count_register_gender_male,language_match,count_register_race,count_staff_salary_paid,<BIAS>
ID_XQA49G1AH,62.69399763630258,data_year,child_age,child_observe_total,teacher_emotional_total,child_zha,ses_proxy,id_dc_n,quintile,id_facility_n,child_height,id_prov_n,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_S7VPWATDV,57.26356161257081,data_year,child_age,teacher_emotional_total,child_observe_total,ses_proxy,id_dc_n,child_zha,id_facility,id_facility_n,child_height,id_prov_n,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_ENJPEU8W9,41.29794579153008,data_year,child_age,child_observe_total,latitude,ses_proxy,count_register_all,id_ward_n,child_height,id_ward,id_prov_n,id_enumerator,child_zha,longitude,language_match,<BIAS>
ID_7KI85HYXG,50.997500219534004,data_year,child_age,teacher_emotional_total,child_observe_total,ses_proxy,quintile,id_enumerator,id_facility,child_height,child_zha,child_attendance,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_FW5YUQ45R,74.24932628779243,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,child_zha,id_dc_n,quintile,id_facility_n,id_prov_n,child_height,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_EWHGBGJPO,55.694047562491505,data_year,child_age,child_observe_total,ses_proxy,latitude,ward_best,count_register_all,id_dc_n,id_prov_n,id_facility_n,id_ward,id_enumerator,longitude,language_match,<BIAS>
ID_JHPS6XA0T,56.215080159241325,data_year,child_age,teacher_emotional_total,child_observe_total,ses_proxy,id_dc_n,child_zha,id_facility,id_prov_n,child_height,id_facility_n,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_9KTPFWTUT,28.929570867785742,data_year,child_age,count_register_gender,count_register_race_african,count_staff_salary,count_staff_gender_female,count_staff_gender_male,count_staff_contract,count_staff_gender,language_match,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_W13NZJ3RN,53.209414737318184,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,quintile,id_facility_n,child_height,id_prov_n,teacher_social_total,child_zha,teacher_selfcare_total,language_match,<BIAS>
ID_1C747QNJP,66.9097747606902,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,id_facility_n,child_zha,id_facility,child_height,id_prov_n,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_XR2FQRSFV,49.16711175334103,data_year,child_age,teacher_emotional_total,child_observe_total,ses_proxy,id_dc_n,child_zha,id_facility,id_facility_n,id_prov_n,child_height,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_ZLVEPVH4X,37.144689927958325,data_year,count_staff_salary,count_staff_gender_female,count_register_gender,count_register_race_african,child_age,language_match,obs_cooking_3,count_staff_contract,count_register_gender_male,count_staff_gender,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_IWHU592XI,58.62445911707118,data_year,count_staff_gender_female,child_age,count_staff_salary,count_register_gender,count_register_race_african,child_observe_total,teacher_emotional_total,language_match,count_staff_gender,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_1NN3IK52M,59.9369761778828,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,id_dc_n,id_mn_n,id_facility,id_facility_n,id_prov_n,child_height,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>
ID_JK9JL42HQ,58.76049079518316,data_year,pri_fees_amount,count_staff_gender_female,count_staff_salary,count_register_gender,child_age,count_register_race_white,count_staff_contract,count_register_gender_male,count_register_gender_female,count_staff_gender,count_register_race,pri_fees_amount_pv,count_staff_salary_paid,<BIAS>
ID_NBQLI2ATX,50.615757959138364,data_year,count_staff_salary,child_age,count_staff_gender_female,count_register_gender,count_register_race_african,teacher_emotional_total,language_match,count_register_gender_male,obs_cooking_3,count_staff_gender,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_C073R08OU,62.23313551629735,data_year,child_age,child_observe_total,teacher_emotional_total,ses_proxy,count_register_all,quintile,id_facility,id_facility_n,id_enumerator,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>,
ID_DD3A8WU39,27.533889052865334,data_year,child_age,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,child_observe_total,longitude,teacher_selfcare_total,id_team,count_register_gender_female,count_register_race,language_match,count_staff_salary_paid,<BIAS>
ID_A7DXENQU1,46.53641977970051,data_year,child_age,count_staff_salary,count_staff_gender_female,count_register_gender,count_register_race_african,teacher_emotional_total,child_observe_total,count_staff_gender,language_match,obs_cooking_2,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_F1CAZ4MVE,48.395431983127764,data_year,count_staff_gender_female,count_register_gender,count_register_race_african,count_staff_salary,child_age,language_match,count_staff_time,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_register_race,count_staff_salary_paid,<BIAS>
ID_4PKD6NF4L,35.059897899383714,data_year,child_age,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_observe_total,obs_heating_5,language_match,obs_cooking_3,count_register_gender_male,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_ODU5PVFTT,38.002306575564035,data_year,child_age,teacher_emotional_total,ses_proxy,quintile,child_zha,id_enumerator,id_facility,child_height,child_attendance,teacher_social_total,teacher_selfcare_total,language_match,<BIAS>,
ID_9SLY6DPKR,40.053915251802664,data_year,child_age,teacher_emotional_total,child_observe_total,latitude,child_zha,ses_proxy,id_ward,id_prov_n,teacher_social_total,id_team,teacher_selfcare_total,longitude,language_match,<BIAS>
ID_ZFDG2EFD4,45.98639765852704,data_year,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_age,obs_cooking_3,count_staff_time,count_staff_contract,count_staff_gender,count_register_gender_male,count_register_gender_female,count_staff_salary_paid,count_register_race,<BIAS>
ID_LRLNZO2RA,37.55212215464917,data_year,child_age,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,teacher_emotional_total,count_staff_contract,count_register_gender_female,count_register_gender_male,language_match,count_staff_gender,count_register_race,count_staff_salary_paid,<BIAS>
ID_OJVZD17ZD,42.81665694747471,data_year,child_age,count_staff_salary,count_staff_gender_female,count_register_gender,count_register_race_african,child_observe_total,teacher_emotional_total,count_staff_gender,language_match,count_register_gender_female,count_staff_salary_unpaid,count_staff_salary_paid,count_register_race,<BIAS>
ID_4X3SS0IBB,42.03165757500824,data_year,child_age,count_staff_gender_female,count_staff_salary,count_register_gender,count_register_race_african,child_observe_total,teacher_emotional_total,count_register_gender_female,count_staff_gender,language_match,count_register_gender_male,count_register_race,count_staff_salary_unpaid,<BIAS>
ID_RUP04V50K,53.982356298461355,data_year,count_register_gender,count_register_race_african,count_staff_gender_female,count_staff_salary,child_age,child_observe_total,teacher_emotional_total,count_staff_contract,count_staff_gender,count_register_gender_female,count_register_gender_male,count_staff_salary_paid,count_register_race,<BIAS>
ID_0HZJ5X0KD,53.81403600056933,data_year,child_age,count_register_gender,count_register_race_african,count_staff_salary,count_staff_gender_female,child_observe_total,teacher_emotional_total,language_match,count_staff_gender,count_register_gender_female,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
ID_4O1JNGU4A,44.42155317754214,data_year,count_staff_salary,count_staff_gender_female,count_register_gender,count_register_race_african,child_age,child_observe_total,language_match,count_staff_contract,count_staff_gender,count_register_gender_female,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
ID_G0ITZ0NPU,56.13949377785093,data_year,count_register_gender,count_staff_salary,count_staff_gender_female,child_age,count_register_race_coloured,count_register_race_african,child_observe_total,count_staff_contract,count_staff_gender,count_register_gender_female,count_register_gender_male,count_register_race,count_staff_salary_paid,<BIAS>
